,resp,type_org,name_org,type_resp,type_resp_due,type_resp_spec,type_resp_reduced,type_org_due,type_org_spec,type_org_reduced,resp_with_id
3532,San Jose State University,nongov,100 Resilient Cities,nongov,nongov,knowledge_local,knowledge_local,nongov,network,advocacy,414.San Jose State University
3533,San Jose State University,nongov,Resilient by Design,nongov,nongov,knowledge_local,knowledge_local,nongov,design,design,414.San Jose State University
3534,San Jose State University,nongov,Rockefeller Foundation,nongov,nongov,knowledge_local,knowledge_local,nongov,env,advocacy,414.San Jose State University
3535,San Jose State University,nongov,San Jose State University,nongov,nongov,knowledge_local,knowledge_local,nongov,knowledge_local,knowledge_local,414.San Jose State University
3536,San Mateo County,county,San Mateo County,county,gov,county,county,gov,county,county,NA
3537,San Mateo County,county,San Mateo County,county,gov,county,county,gov,county,county,NA
3538,San Mateo County,fed,Federal Emergency Management Agency (FEMA),county,gov,county,county,gov,federal,regional,554.San Mateo County
3539,San Mateo County,fed,Federal Emergency Management Agency (FEMA),county,gov,county,county,gov,federal,regional,554.San Mateo County
3540,San Mateo County,fed,Federal Emergency Management Agency (FEMA),county,gov,county,county,gov,federal,regional,554.San Mateo County
3541,San Mateo County,fed,FEMA,NA,NA,NA,NA,NA,NA,NA,426.San Mateo County
3542,San Mateo County,fed,FEMA,NA,NA,NA,NA,NA,NA,NA,225.San Mateo County
3543,San Mateo County,fed,National Oceanic and Atmospheric Administration (NOAA),county,gov,county,county,gov,federal,regional,698.San Mateo County
3544,San Mateo County,fed,National Oceanic and Atmospheric Administration (NOAA),county,gov,county,county,gov,federal,regional,698.San Mateo County
3545,San Mateo County,fed,NOAA,NA,NA,NA,NA,NA,NA,NA,426.San Mateo County
3546,San Mateo County,fed,United States Army Corps of Engineers (USACE),county,gov,county,county,gov,federal,regional,554.San Mateo County
3547,San Mateo County,fed,United States Army Corps of Engineers (USACE),county,gov,county,county,gov,federal,regional,554.San Mateo County
3548,San Mateo County,fed,United States Army Corps of Engineers (USACE),county,gov,county,county,gov,federal,regional,554.San Mateo County
3549,San Mateo County,fed,United States Army Corps of Engineers (USACE),county,gov,county,county,gov,federal,regional,554.San Mateo County
3550,San Mateo County,fed,United States Fish and Wildlife Service (US FWS),county,gov,county,county,gov,federal,regional,698.San Mateo County
3551,San Mateo County,fed,United States Fish and Wildlife Service (US FWS),county,gov,county,county,gov,federal,regional,698.San Mateo County
3552,San Mateo County,fed,United States Geological Survey (USGS),county,gov,county,county,gov,federal,regional,554.San Mateo County
3553,San Mateo County,fed,United States Geological Survey (USGS),county,gov,county,county,gov,federal,regional,698.San Mateo County
3554,San Mateo County,fed,United States Geological Survey (USGS),county,gov,county,county,gov,federal,regional,554.San Mateo County
3555,San Mateo County,fed,United States Geological Survey (USGS),county,gov,county,county,gov,federal,regional,698.San Mateo County
3556,San Mateo County,fed,US Army Corps,NA,NA,NA,NA,NA,NA,NA,769.San Mateo County
3557,San Mateo County,fed,US Army Corps of Engineers,NA,NA,NA,NA,NA,NA,NA,426.San Mateo County
3558,San Mateo County,fed,USACE,NA,NA,NA,NA,NA,NA,NA,225.San Mateo County
3559,San Mateo County,local,10ities in San Mateo County,NA,NA,NA,NA,NA,NA,NA,225.San Mateo County
3560,San Mateo County,local,All 20 cities in San Mateo County,NA,NA,NA,NA,NA,NA,NA,698.San Mateo County
3561,San Mateo County,local,Cities in San Mateo County,NA,NA,NA,NA,NA,NA,NA,426.San Mateo County
3562,San Mateo County,local,City of Atherton,county,gov,county,county,gov,local,local,NA
3563,San Mateo County,local,City of Belmont,county,gov,county,county,gov,local,local,NA
3564,San Mateo County,local,City of Brisbane,county,gov,county,county,gov,local,local,NA
3565,San Mateo County,local,City of Burlingame,county,gov,county,county,gov,local,local,NA
3566,San Mateo County,local,City of Daly City,county,gov,county,county,gov,local,local,NA
3567,San Mateo County,local,City of East Palo Alto,county,gov,county,county,gov,local,local,NA
3568,San Mateo County,local,City of Foster City,county,gov,county,county,gov,local,local,NA
3569,San Mateo County,local,City of Half Moon Bay,county,gov,county,county,gov,local,local,NA
3570,San Mateo County,local,City of Menlo Park,county,gov,county,county,gov,local,local,NA
3571,San Mateo County,local,City of Millbrae,county,gov,county,county,gov,local,local,NA
3572,San Mateo County,local,City of Pacifica,county,gov,county,county,gov,local,local,NA
3573,San Mateo County,local,City of Redwood City,county,gov,county,county,gov,local,local,NA
3574,San Mateo County,local,City of San Bruno,county,gov,county,county,gov,local,local,NA
3575,San Mateo County,local,City of San Carlos,county,gov,county,county,gov,local,local,NA
3576,San Mateo County,local,City of San Mateo,county,gov,county,county,gov,local,local,NA
3577,San Mateo County,local,City of San Mateo,county,gov,county,county,gov,local,local,NA
3578,San Mateo County,local,"City of San Mateo, Public Works Department",NA,NA,NA,NA,NA,NA,NA,148.San Mateo County
3579,San Mateo County,local,City of South San Francisco,county,gov,county,county,gov,local,local,NA
3580,San Mateo County,local,San Mateo County,NA,NA,NA,NA,NA,NA,NA,769.San Mateo County
3581,San Mateo County,local,San Mateo County Harbor District,county,gov,county,county,gov,local,local,554.San Mateo County
3582,San Mateo County,local,San Mateo Resource Conservation District,county,gov,county,county,gov,local,local,554.San Mateo County
3583,San Mateo County,local,Town of Colma,county,gov,county,county,gov,local,local,NA
3584,San Mateo County,local,Town of Hillsborough,county,gov,county,county,gov,local,local,NA
3585,San Mateo County,local,Town of Portola Valley,county,gov,county,county,gov,local,local,NA
3586,San Mateo County,local,Town of Woodside,county,gov,county,county,gov,local,local,NA
3587,San Mateo County,nongov,Center for Ocean Solutions,NA,NA,NA,NA,NA,NA,NA,554.San Mateo County
3588,San Mateo County,nongov,County of San Mateo Office of Education,NA,NA,NA,NA,NA,NA,NA,494.San Mateo County
